adtl nfbr ryjn vabn rajb krpy wncr ksxt gbti qtzj gzst qbqx hltm ghje mxxb xnni zmgc ybnj hxnm ybtu vdar wqts zxgh jnpv kvhk nmhe doua nmyt oxqv efsd chak asyg eixq drkk mdpv pyod zkdo gmmy dfiq dqqu gmkf axld ykdx cebj gdul jlvy qfrx gwmn pvtm yqlv rszy whnn ckow lsws usta xnmb smrr fxwx odlz flin wlmu jfzd qqaa usik rrfv svcc tqff ckyy kgrh uukh faez gvdk peve zggc fqsu strq bpfi sdtn opis demw voti dnip nlgj klmk hcjg rrns syly ilnr kpzd rion vahq oxgz gvsl vaes slpt zsht eamc exut lapn bokf
5.57334 8.38232 5.77078 8.22966 3.88793 5.19444 6.64811 9.30028 9.865 5.34323 8.47862 7.11394 8.99056 9.22253 9.69528 6.8707 7.06811 2.94972 0.684554 3.23016 1.91936 4.06409 9.31981 8.7793 3.73134 5.83334 1.54979 3.39117 6.04408 5.98951 6.6031 6.11777 6.23609 4.3626 3.5989 3.4009 9.58521 8.56173 4.61769 6.85369 6.85951 5.70405 6.16688 6.88003 5.74539 9.39273 3.08034 2.70114 7.69083 7.05956 8.55488 5.17421 1.48804 0 6.0206 2.78495 1.87462 7.29324 8.06765 4.99538 7.74581 1.2842 3.98713 1.06506 3.73918 1.54971 1.502 1.49717 9.42678 8.52129 6.29164 4.14725 9.27358 7.81883 0.9615 5.52315 7.66654 5.36108 6.22821 7.19801 1.33688 8.30507 5.68891 1.75128 3.4031 5.94694 2.28017 2.30492 2.4374 1.62726 8.0159 6.44318 6.70883 6.52805 7.60719 7.92788 2.16383 7.25452 0.649689 2.02041 
9.54488 7.02793 1.67624 5.32139 6.90702 7.21964 5.80666 1.14983 8.14182 3.25364 1.98355 4.11815 2.98254 1.18828 6.84522 4.73426 6.02792 9.0764 3.89321 0.131869 6.96296 7.4571 2.73257 6.43693 8.36753 3.69254 2.76866 3.526 1.40627 4.90878 1.75586 2.34045 1.02468 5.14007 0.180479 8.56454 8.17879 2.84245 5.75526 5.89701 4.6836 8.6222 5.99012 3.1016 0.654594 0.610985 6.51368 8.97088 7.75835 0.951699 6.6415 3.77163 4.41062 6.0206 0 2.46185 6.58032 5.00027 0.772556 7.84179 0.638049 4.38338 7.97836 9.0755 5.10914 9.0848 2.88321 9.97944 1.12933 4.72463 1.32685 8.01389 2.35958 0.446706 5.98351 3.00249 4.93882 7.50726 1.49529 7.48754 6.61343 7.06278 5.49295 4.95854 2.41523 5.16957 5.03406 4.4121 5.61183 3.19545 0.894667 0.969056 3.8284 6.16662 1.60725 8.26707 0.611408 2.14004 3.35425 6.76669 
3.63356 3.9517 9.45798 2.37967 1.30522 8.43623 0.693602 2.73624 4.19444 8.59345 6.67702 5.31037 6.3285 5.49565 2.15137 4.79183 6.94057 0.319472 6.47843 1.13057 0.915257 9.80641 2.53003 0.637541 5.97932 9.68379 5.2568 2.47391 6.32505 7.5655 1.18634 5.72073 8.05965 4.0796 6.30593 0.595973 1.85214 7.90176 8.05553 4.53017 4.80558 9.44978 5.27789 7.51643 5.26405 4.92906 3.55812 8.96104 4.14832 9.09812 3.58635 2.51913 0.422257 2.78495 2.46185 0 8.91815 3.71774 7.61386 1.19051 3.4346 0.883005 2.97375 7.06066 9.4636 3.71385 1.57383 0.926786 6.19181 9.30274 2.85382 0.971983 3.51779 3.05373 4.85477 0.810419 0.710822 9.78437 9.33302 6.94051 9.69352 6.96334 7.40011 2.37576 5.0853 4.3121 7.85682 5.82949 8.32042 6.16314 2.66076 3.52439 5.13535 3.99487 2.3049 2.17714 3.2565 7.24096 0.445827 1.11384 
8.39721 9.35889 8.2312 1.52247 0.860535 2.39576 7.47024 4.87228 0.4152 1.46622 6.5971 5.30305 9.75646 0.82308 5.68223 2.16665 0.82975 5.95797 5.22831 5.73705 0.527267 3.52432 4.1301 5.74474 1.9352 1.8405 5.82127 1.43996 1.36757 0.154345 2.5597 1.9139 9.10524 0.882404 6.60874 0.119674 5.65943 8.72513 9.199 9.93708 5.6265 9.09127 3.84139 7.04529 8.91601 1.93279 7.66327 1.90017 7.49552 9.01547 6.97237 9.06449 0.966757 1.87462 6.58032 8.91815 0 1.73738 7.38082 4.8927 4.57322 0.983485 8.73325 4.79643 0.357132 5.3159 9.18171 8.06936 3.97306 2.04179 5.44099 2.79991 5.75516 6.40069 5.39662 9.45498 7.26105 1.58707 5.61495 6.14029 4.62968 9.29743 2.74678 3.77368 7.16439 0.649132 2.56667 6.06151 7.16134 8.76349 8.10645 3.78426 6.90274 8.48976 1.04834 9.76379 9.84827 4.10821 6.55137 3.55534 
9.7451 6.09547 1.6386 9.00526 1.51869 4.70357 2.86698 7.94852 1.16968 4.05151 9.73461 1.00618 5.48608 5.60952 8.32376 5.11326 8.80849 9.4515 2.16797 8.84973 3.66914 3.86512 8.02032 9.37558 5.83773 8.15823 8.64362 8.13884 9.27895 2.67892 7.80437 4.22575 9.79075 2.7562 7.46632 4.0628 1.30463 6.86854 1.71784 1.8799 2.1833 2.798 6.71396 8.61064 7.44634 4.88911 9.95571 1.1268 2.14066 5.98074 0.69384 8.13061 4.78991 7.29324 5.00027 3.71774 1.73738 0 0.644551 4.75987 9.57262 4.56736 1.49228 6.43185 4.40649 0.407162 4.66899 6.66623 3.42061 3.30166 3.86611 6.47981 8.55842 6.62042 5.7652 6.81352 3.91779 3.83307 5.47964 8.93269 0.638939 9.45241 3.76609 8.34119 8.78093 4.12687 3.26894 8.31302 0.612945 8.17401 0.621222 8.68078 3.99722 2.23868 7.89882 8.68553 4.52848 1.33369 4.05724 1.25117 
2.66424 3.68463 0.50664 2.58908 4.82864 3.79626 4.48197 2.64949 9.74722 3.93044 4.6304 4.09651 8.32362 3.89547 2.99944 8.98793 2.10934 8.31038 7.4045 2.19676 2.51583 9.63293 1.50521 9.33962 8.19286 2.71999 3.11174 3.52886 8.93739 1.74688 5.32269 1.91756 7.60273 3.73511 6.43175 5.61378 0.850166 7.90817 5.77128 6.96383 7.7567 3.32028 3.79301 3.23295 7.12107 3.63989 8.13369 1.90739 3.80015 6.07902 1.56167 3.88422 9.54445 8.06765 0.772556 7.61386 7.38082 0.644551 0 3.17734 3.30396 2.92823 4.28033 8.44468 5.7495 0.401992 6.87755 0.937453 7.27174 3.0537 4.36641 9.8919 4.8654 1.15373 9.01724 5.95297 4.52358 8.10867 1.40818 8.61946 2.97071 5.48631 2.16852 6.74017 8.63043 9.12999 0.14054 8.25988 8.41377 0.959297 8.10534 4.86592 9.99068 1.88282 6.48571 8.71619 5.15578 0.933751 4.45763 8.49049 
2.59012 5.4411 3.50177 6.54999 7.11502 0.595426 1.84656 2.21777 8.68448 8.47972 1.67753 7.84309 0.642618 4.86615 3.13001 8.36716 2.24572 5.72428 6.91962 6.19965 3.03847 8.30775 5.90887 8.86631 0.630411 9.04903 9.54056 1.10662 0.395467 8.71151 4.49573 6.36903 2.1592 2.54768 2.64442 6.13226 5.4404 7.47669 9.92937 5.73759 6.12615 9.96525 5.42319 7.40427 5.18995 5.90814 6.07935 3.7352 6.54667 4.44772 4.54163 3.87821 6.27126 4.99538 7.84179 1.19051 4.8927 4.75987 3.17734 0 3.43676 7.40424 2.40836 8.58572 0.127129 0.664468 2.91251 7.38565 6.90625 8.11754 1.94756 5.61207 7.10848 1.41852 4.29137 5.88376 9.57015 2.55554 7.22018 7.58889 7.15324 1.32796 6.82035 9.76003 6.1222 7.56731 0.922763 7.87836 1.45071 0.810585 3.5027 6.82546 6.62611 2.38852 1.79199 4.55132 8.97081 7.64595 5.95047 2.22438 
4.30092 4.60522 1.18919 0.147675 2.45639 0.831118 1.00883 2.8964 6.74369 0.655734 1.47793 2.72141 1.97726 3.97024 9.78205 9.59119 7.35273 2.19229 5.18187 2.48554 5.74971 1.08554 5.9685 3.66094 4.72501 5.68472 0.218904 9.09476 6.10861 5.58033 5.32547 7.82449 8.50865 3.78437 6.02662 8.23784 2.75018 2.41892 0.96494 8.03345 4.52717 0.156015 0.728922 2.90812 0.943995 3.48315 9.9928 4.04942 3.64602 0.287778 4.56289 1.87902 8.03207 7.74581 0.638049 3.4346 4.57322 9.57262 3.30396 3.43676 0 5.18737 7.11783 0.146151 3.55804 6.45341 0.426349 0.440337 7.84343 8.40472 7.38795 5.95047 2.10429 6.34001 5.25416 1.05988 5.64479 2.62469 1.22671 7.96126 8.74008 0.742235 3.14858 5.00624 2.14105 0.530974 6.58537 0.71041 2.85749 3.29603 8.21355 1.96712 7.7178 5.71496 4.00199 3.25823 6.51011 3.10888 1.18412 4.92393 
8.14918 4.07675 1.05573 9.36577 3.97057 2.10425 8.98272 3.86821 8.36025 4.6231 2.90499 3.1478 9.75541 4.14586 9.85073 9.73371 7.87766 0.400753 3.7335 8.79429 3.90305 1.41421 8.13727 3.28703 7.73655 0.577995 8.61471 2.02706 6.87811 8.27528 1.626 6.99297 1.80468 8.71541 4.90424 4.3413 1.54702 7.80734 3.95153 4.4461 9.11972 1.05023 7.08809 2.83118 8.32875 5.01446 7.86013 8.39193 0.102417 7.8868 5.42586 2.08564 0.96529 1.2842 4.38338 0.883005 0.983485 4.56736 2.92823 7.40424 5.18737 0 4.84736 4.82635 8.24041 7.8382 9.67661 9.972 4.72547 5.60403 0.671291 8.68998 0.11544 2.20203 5.73566 5.29221 7.01656 0.892915 1.22409 3.40713 4.39072 2.67314 3.63685 4.35696 9.35307 7.3081 0.286972 4.24675 8.39545 9.93992 0.214843 9.67141 1.6924 3.91353 1.53515 4.25314 6.85289 2.34761 7.26376 7.57452 
8.98935 2.48036 5.23586 2.82599 9.76122 5.70521 9.92495 2.16042 2.45835 7.67876 9.73234 1.93118 7.67557 5.63518 5.87868 9.19251 9.58633 5.86296 5.07275 0.977892 3.57585 1.13364 6.83657 5.44682 4.005 4.85944 2.32416 5.27427 0.484408 9.75702 6.5527 0.483021 9.95504 1.82264 0.515358 3.67514 5.83194 5.73521 6.53664 2.80161 5.7143 1.83703 5.23577 6.60498 7.58226 1.78012 2.00712 0.224718 1.11627 4.66406 6.00076 9.72782 9.82328 3.98713 7.97836 2.97375 8.73325 1.49228 4.28033 2.40836 7.11783 4.84736 0 3.20799 3.64365 9.77243 6.59185 0.742033 9.65227 6.71492 0.124489 5.77913 3.42643 2.12637 1.33579 9.67163 5.45488 8.61596 3.46016 4.75216 8.60567 8.86269 2.18074 4.31396 9.47931 0.545219 8.39517 5.19622 7.44638 7.88697 7.6752 2.51423 5.91863 1.68326 8.69998 9.84042 0.948939 2.31571 5.70315 3.42238 
2.5214 0.922549 0.32181 8.60178 6.32479 8.33209 5.98218 9.29242 7.19769 2.9957 6.01977 7.5906 8.71179 9.41667 3.3954 1.57217 7.18306 6.4523 1.32486 3.83192 8.68013 7.87639 5.21277 1.83824 4.39783 9.91854 9.08184 2.39815 6.04768 5.11432 5.98047 2.53246 6.67861 4.87482 1.51473 4.32566 9.78538 7.74039 3.48253 4.70479 2.70373 9.2325 8.84365 3.56864 4.62557 2.99924 6.78257 7.33552 2.99461 2.97893 5.83931 9.32126 9.78581 1.06506 9.0755 7.06066 4.79643 6.43185 8.44468 8.58572 0.146151 4.82635 3.20799 0 3.40777 5.25393 7.03213 5.19835 3.60877 7.65045 2.32255 1.82956 2.39821 6.22656 9.2365 8.21001 1.80991 8.82129 9.36013 7.1739 2.00244 7.30373 6.16742 5.30068 0.868085 9.60988 7.05484 0.875949 3.17861 4.97357 7.51595 8.80219 5.0619 7.11225 5.30977 5.17405 1.12279 3.68374 0.360909 9.39722 
7.63011 4.27363 5.65869 2.86139 6.84387 4.28327 0.426735 7.66423 5.93811 9.62301 8.53686 6.24466 0.420154 7.02039 5.26358 2.70261 7.43072 1.63508 4.21434 5.97733 2.96387 7.96297 8.25035 9.65669 3.32576 7.02483 2.63697 5.2018 2.40539 6.93264 1.51949 5.43955 3.53044 1.05017 7.56048 7.99614 6.43753 9.21127 4.4384 4.49155 3.0109 0.473371 8.99858 6.36446 9.48371 9.80564 8.45244 5.81131 1.19239 5.03123 5.00866 7.26154 3.86003 3.73918 5.10914 9.4636 0.357132 4.40649 5.7495 0.127129 3.55804 8.24041 3.64365 3.40777 0 6.72012 8.25695 8.6675 8.53969 8.67618 5.89553 9.38486 6.94966 5.15253 5.70403 8.30515 6.94875 9.71519 4.81423 2.49328 0.253444 5.04098 1.89745 4.9962 1.67553 7.49741 4.17225 3.65913 2.62282 9.3388 4.99707 6.51344 9.45064 3.72824 5.81281 5.14267 8.18752 9.92315 5.4679 9.52235 
6.97908 4.77656 8.58307 9.52907 9.09604 8.41153 6.94022 6.20397 2.30314 10 0.722572 6.48892 5.23253 5.9374 0.915708 4.02523 2.03277 0.77581 8.15102 8.05758 9.19556 7.82313 6.62277 1.71086 3.03808 1.26913 9.5077 2.12052 8.08866 6.23114 8.36595 8.33093 7.74765 0.834507 4.96836 1.08339 0.886319 9.82799 2.16365 4.31505 7.68216 8.64501 9.0596 0.324498 5.12945 0.426016 7.5269 9.63297 5.31735 6.4345 3.16948 9.79603 3.27959 1.54971 9.0848 3.71385 5.3159 0.407162 0.401992 0.664468 6.45341 7.8382 9.77243 5.25393 6.72012 0 1.15241 6.6114 2.63183 2.36018 0.665267 6.43796 8.16481 4.49657 9.53283 8.97948 4.95918 3.2359 7.40753 8.30507 5.65459 8.966 6.04484 4.14506 2.1229 2.31561 4.01383 4.23027 8.72565 5.76054 7.78376 5.52367 6.44248 4.80497 5.29714 0.748378 7.38983 7.85848 3.91583 0.530323 
4.57333 2.96869 5.21739 5.11752 3.68776 3.00113 4.9234 5.80094 2.35485 9.99101 9.26367 3.3404 3.81683 0.210317 8.09662 7.73736 2.23293 3.1445 0.388359 3.9586 3.27537 3.863 5.55827 7.22738 9.11721 8.15247 2.48084 1.91369 1.75597 6.92699 9.13447 4.68194 2.38757 9.55484 9.04004 4.89448 9.16659 9.78672 4.14365 7.95741 0.684206 6.73007 5.11941 1.34022 3.85049 4.74744 4.87078 8.94015 3.86949 9.36182 9.87477 7.25418 9.08922 1.502 2.88321 1.57383 9.18171 4.66899 6.87755 2.91251 0.426349 9.67661 6.59185 7.03213 8.25695 1.15241 0 5.53203 8.29347 8.66693 8.72271 5.84925 3.72682 1.74508 8.21675 6.23642 6.57162 7.28538 4.55739 2.08453 1.06173 7.17957 8.22273 7.78374 5.09404 2.70983 6.47301 3.16882 8.7245 6.11582 9.22075 0.897764 3.51448 6.79816 3.15518 7.04547 1.76456 8.79596 9.22363 9.78812 
2.70984 1.13919 6.77779 1.3172 8.60621 1.89384 5.73646 3.62771 0.115579 7.442 9.499 1.6269 9.6997 2.89935 6.8484 7.72912 0.302535 5.78563 5.4515 6.51394 7.49638 3.57542 3.89622 9.85931 3.08673 4.93484 9.02815 0.75413 3.06115 0.360516 6.06209 6.49401 5.60137 2.67846 3.02569 4.8126 1.53005 9.13106 8.15197 3.41992 7.95517 7.26667 3.50236 4.92403 1.35431 8.59881 2.54262 7.13867 3.82345 5.77292 4.01511 4.87978 7.94542 1.49717 9.97944 0.926786 8.06936 6.66623 0.937453 7.38565 0.440337 9.972 0.742033 5.19835 8.6675 6.6114 5.53203 0 3.03574 9.34064 6.17777 0.947329 4.95607 0.553103 2.29444 4.50297 8.2682 9.56503 5.63538 2.90143 9.28032 2.16055 1.50735 2.27333 6.23243 8.90955 7.73138 6.2162 3.34467 4.11364 8.67176 0.846957 1.00049 7.39888 1.53171 5.7954 9.43985 0.519441 0.852408 3.51293 
6.68848 2.24222 7.39803 4.22311 7.96335 3.6395 8.96767 9.08769 4.53336 3.56285 4.72001 1.92511 2.01216 3.93509 5.98817 7.77959 8.40768 3.74923 1.24788 7.99848 6.65825 1.48439 7.57209 1.69373 5.15668 0.120144 1.2459 5.06442 0.776313 2.78436 7.10322 9.65113 5.53879 3.95185 8.74061 4.79675 7.64553 8.16555 6.43892 1.64265 5.39675 7.0124 1.19026 6.51955 4.23383 2.32041 7.8111 3.89554 2.19109 7.92923 6.00766 5.26503 9.95526 9.42678 1.12933 6.19181 3.97306 3.42061 7.27174 6.90625 7.84343 4.72547 9.65227 3.60877 8.53969 2.63183 8.29347 3.03574 0 0.544457 5.48065 6.15412 9.34092 1.08895 9.25298 8.04964 9.26453 4.09235 7.18266 0.69909 0.700509 4.74755 0.47963 4.93918 3.74082 9.3597 9.74985 3.26469 6.27125 7.93932 6.40304 5.27353 9.74415 6.60844 2.34754 5.99641 1.99487 8.78906 2.25559 5.08277 
1.25405 8.03998 7.01476 7.05447 4.34585 9.34769 4.40158 2.05922 4.15668 7.98619 2.89409 4.60647 2.36286 7.48336 2.12112 4.59934 7.63219 2.17933 7.35558 0.724371 7.95894 2.50923 2.02506 6.47557 6.19253 2.06331 3.7388 9.81357 1.68598 1.89741 2.07568 7.32217 3.20901 2.02475 9.68316 5.733 8.70618 6.99935 4.41416 9.16337 1.76512 0.375666 9.16713 3.32694 9.04247 5.39684 9.57742 6.10717 9.94421 5.09275 3.10709 5.5678 0.54682 8.52129 4.72463 9.30274 2.04179 3.30166 3.0537 8.11754 8.40472 5.60403 6.71492 7.65045 8.67618 2.36018 8.66693 9.34064 0.544457 0 1.48928 5.60504 7.76955 4.22695 2.38467 6.33867 2.49981 1.13473 6.32527 4.99919 2.42487 8.71025 4.25977 9.40714 5.25473 0.763653 6.72231 5.39359 7.99685 3.00212 8.65242 2.52602 5.93697 2.92232 3.96712 1.34777 3.21262 2.24145 4.96718 8.9357 
2.17467 5.32165 0.325716 4.42126 0.827758 5.93525 6.91708 1.22966 9.33675 2.0701 4.65648 5.37849 6.00978 5.70033 2.08398 4.24486 2.26438 0.446213 6.35711 9.81127 9.34588 1.05897 1.365 6.64008 1.59219 0.798848 5.19521 5.07417 4.89939 4.26687 0.729382 9.09425 0.984477 6.14885 1.1989 0.230815 5.14655 8.65606 0.594961 6.67789 8.40358 9.91191 0.655198 3.03364 4.33871 3.27484 6.01522 2.39369 2.96711 0.790571 0.847738 5.59672 5.59744 6.29164 1.32685 2.85382 5.44099 3.86611 4.36641 1.94756 7.38795 0.671291 0.124489 2.32255 5.89553 0.665267 8.72271 6.17777 5.48065 1.48928 0 1.66929 1.63207 9.60059 9.37708 4.94586 7.08491 1.33932 9.59222 7.15898 8.74611 3.08498 5.30363 0.86864 9.02899 5.46101 2.7147 9.15096 6.08482 2.91338 2.25096 6.37549 7.65188 6.52502 6.12319 4.3261 5.54463 2.29305 0.998221 8.90261 
1.22539 6.72132 2.00064 1.16661 5.03644 3.7535 2.11127 7.93229 0.322371 6.04727 4.36516 1.70804 8.97539 5.58766 1.72297 6.39958 4.25996 7.59381 5.54185 5.95975 5.20921 0.340989 5.64026 9.3898 2.58277 4.23035 0.265763 5.32146 8.14728 9.94006 4.92976 3.41545 5.60175 9.88054 5.76017 0.906 4.19793 4.24679 2.90809 1.4311 7.94104 4.51032 5.51345 3.75096 9.55354 8.54022 1.49842 9.39727 4.34005 3.71924 4.22609 6.57536 8.82912 4.14725 8.01389 0.971983 2.79991 6.47981 9.8919 5.61207 5.95047 8.68998 5.77913 1.82956 9.38486 6.43796 5.84925 0.947329 6.15412 5.60504 1.66929 0 9.87381 7.74725 5.57771 3.89408 1.37186 2.2049 4.52115 6.93295 1.43636 7.17311 8.62384 7.31057 2.22681 6.45266 7.6607 6.34205 9.78049 3.43052 1.52456 4.52525 6.51252 3.93245 2.74739 4.131 3.50222 8.67386 6.50404 9.92968 
5.51505 8.65006 6.74281 7.68513 4.89034 4.68428 4.86903 7.01181 5.18364 5.47396 8.67478 9.26512 5.53984 2.759 2.8798 6.50625 2.77994 0.74575 5.15674 9.61967 7.97064 1.29793 5.7658 0.819087 9.42685 0.100062 4.18578 3.59852 6.86424 2.41972 3.86143 5.7477 2.06763 2.05301 1.46759 3.33818 9.56596 9.11587 2.34328 7.80532 5.56558 3.10298 2.95566 1.58354 0.562554 7.6411 0.718796 7.60689 2.48133 2.99952 7.67076 0.818718 2.29368 9.27358 2.35958 3.51779 5.75516 8.55842 4.8654 7.10848 2.10429 0.11544 3.42643 2.39821 6.94966 8.16481 3.72682 4.95607 9.34092 7.76955 1.63207 9.87381 0 6.28897 8.77852 3.21133 0.365661 0.161125 7.72279 0.418861 3.3025 8.1539 9.24191 0.216312 4.65633 1.87593 9.52103 8.6778 3.38658 5.50698 3.19321 2.7765 8.36478 9.28457 4.40965 4.03267 4.04274 5.02288 4.72894 4.47451 
0.160186 2.51313 3.52413 1.08867 4.56227 6.31552 2.79718 0.280687 3.82736 2.59176 2.06644 4.14967 0.939251 1.25992 2.0549 7.44582 6.80083 2.82594 7.09751 3.3797 8.10995 7.06818 7.0475 7.79946 9.84126 1.14259 3.34224 3.70983 4.97793 1.4627 7.03173 9.65421 4.04947 5.79157 7.21705 3.86647 1.44642 0.419631 3.6998 1.5457 7.97622 1.04533 9.94475 5.78588 2.7533 3.56401 5.19963 2.8118 7.39615 4.4771 7.11532 1.59563 1.65943 7.81883 0.446706 3.05373 6.40069 6.62042 1.15373 1.41852 6.34001 2.20203 2.12637 6.22656 5.15253 4.49657 1.74508 0.553103 1.08895 4.22695 9.60059 7.74725 6.28897 0 5.03213 1.70271 8.7964 6.76925 2.41549 9.46125 3.8271 4.20219 1.95683 2.97053 2.37304 8.90185 6.9634 8.42302 7.93836 0.149788 5.29261 3.8282 2.85136 9.14235 9.84587 3.36515 1.69895 5.08018 7.31081 6.30944 
1.84215 7.14449 0.756274 4.46853 5.04661 9.45008 9.47649 7.50489 8.60915 2.09601 3.90918 0.408756 7.79214 1.70004 7.95124 8.31197 8.37487 7.72888 5.1697 8.65125 3.1445 7.16147 6.11485 1.99344 5.08145 9.72752 2.8812 3.33576 1.49928 4.27287 8.45637 9.64103 9.30442 4.59566 4.5589 2.48952 7.81808 6.33587 3.10617 3.33793 2.7565 8.63348 2.15207 7.86285 4.565 7.67546 5.35656 7.70634 5.17989 8.95029 7.44819 1.01176 4.16337 0.9615 5.98351 4.85477 5.39662 5.7652 9.01724 4.29137 5.25416 5.73566 1.33579 9.2365 5.70403 9.53283 8.21675 2.29444 9.25298 2.38467 9.37708 5.57771 8.77852 5.03213 0 6.34508 1.28151 8.25029 5.5361 7.36523 0.286247 1.9479 1.42606 2.32938 7.61291 4.99703 5.73979 5.44298 6.50873 9.5593 8.3021 5.14351 2.59228 0.872336 1.85369 2.05761 3.95579 8.84433 0.48927 8.56028 
6.03366 2.71026 1.49303 3.51131 7.43351 4.11728 2.51857 1.23384 7.95933 5.79868 7.61604 1.75612 7.73379 3.60762 8.73108 2.79414 0.599873 3.80465 7.23739 2.5819 5.82213 0.979189 2.71344 4.48393 9.02071 4.30963 5.8719 2.83881 5.33828 2.00089 4.1498 5.96074 1.41797 1.78252 7.77394 6.3974 8.00843 5.00778 5.17764 9.53321 8.77944 0.999514 7.62498 8.16139 1.3665 6.91198 9.48229 1.12221 0.213726 9.39663 8.4606 8.81476 2.89087 5.52315 3.00249 0.810419 9.45498 6.81352 5.95297 5.88376 1.05988 5.29221 9.67163 8.21001 8.30515 8.97948 6.23642 4.50297 8.04964 6.33867 4.94586 3.89408 3.21133 1.70271 6.34508 0 8.27515 7.60615 0.273229 0.955576 4.96728 0.803738 7.22109 3.19476 8.98046 1.61143 9.19962 2.24478 1.47766 8.25259 4.75519 0.171783 8.6507 3.30613 9.78844 8.44539 7.72526 2.29687 5.83358 7.68599 
4.37589 3.88993 9.21906 3.04094 9.33515 0.599768 9.5373 8.96014 6.13373 5.18621 8.16082 5.69411 7.11314 8.10227 7.91308 7.82419 6.26586 3.09842 9.75891 4.78002 3.29678 5.8378 7.72402 5.01503 4.95369 6.00213 8.27996 6.16797 9.08312 1.11217 2.59512 6.44339 4.99793 3.73379 8.73812 9.43935 9.54476 8.32316 1.95509 5.47345 8.84566 0.938138 9.87118 6.3641 1.19885 5.45647 0.961537 3.9344 0.795426 6.7815 6.08325 8.40664 9.96021 7.66654 4.93882 0.710822 7.26105 3.91779 4.52358 9.57015 5.64479 7.01656 5.45488 1.80991 6.94875 4.95918 6.57162 8.2682 9.26453 2.49981 7.08491 1.37186 0.365661 8.7964 1.28151 8.27515 0 5.61626 8.31423 1.09408 6.24621 2.86572 2.97771 4.20508 1.05837 9.98338 7.82253 3.63754 6.02302 3.75822 4.73485 4.81219 7.83185 1.97528 6.29801 2.28865 6.20916 3.83807 0.509114 5.47888 
0.916815 0.901955 2.2944 7.60045 3.07121 4.50402 4.82182 6.58082 3.38486 7.50224 6.76011 9.85577 0.614164 2.73077 0.998381 1.88604 6.37355 3.60889 7.08245 1.67266 1.09139 9.31765 1.26299 1.40207 0.123135 9.16787 9.30784 4.57258 4.40366 3.47663 9.01585 0.365361 1.08509 0.113408 7.34267 2.01817 1.59178 2.75043 3.45885 3.8988 3.08044 8.89465 3.06558 4.15657 5.01658 5.66784 6.14881 5.77562 6.12562 0.338176 6.25944 9.91674 4.62563 5.36108 7.50726 9.78437 1.58707 3.83307 8.10867 2.55554 2.62469 0.892915 8.61596 8.82129 9.71519 3.2359 7.28538 9.56503 4.09235 1.13473 1.33932 2.2049 0.161125 6.76925 8.25029 7.60615 5.61626 0 6.0649 4.73797 7.68404 2.57176 2.57955 4.73699 1.21501 9.19672 2.99145 7.50779 0.517928 5.11297 4.17109 3.99914 4.92165 6.15583 8.46372 8.95068 5.97257 7.37422 2.79768 7.84836 
6.9054 4.65165 3.86313 3.45124 1.54734 5.99968 1.35817 3.52432 6.27765 6.1194 7.24369 1.48856 8.84729 1.99754 1.68407 1.28797 4.63155 9.67581 9.47009 8.72044 0.685913 5.91771 3.89463 5.02811 2.82961 3.21663 9.36553 9.94846 2.38222 4.36446 2.43683 5.01881 3.69054 7.64699 7.09215 4.39296 5.58765 5.70148 2.54854 1.43413 8.30147 4.72002 6.06748 7.45962 7.72287 3.97607 9.32616 3.69862 5.52003 3.52527 7.45804 6.58152 0.625211 6.22821 1.49529 9.33302 5.61495 5.47964 1.40818 7.22018 1.22671 1.22409 3.46016 9.36013 4.81423 7.40753 4.55739 5.63538 7.18266 6.32527 9.59222 4.52115 7.72279 2.41549 5.5361 0.273229 8.31423 6.0649 0 2.26377 3.83685 9.65386 3.6378 0.537268 3.46979 8.16437 6.94382 6.00085 7.34864 8.53417 5.06708 4.97001 7.04238 9.22467 7.35542 3.66611 1.19655 5.86513 3.35797 9.73437 
3.81557 2.40538 5.90156 3.37451 1.18918 7.50828 9.61822 3.88589 6.57334 9.89739 6.86531 3.40234 0.809201 4.20305 2.54555 7.8983 1.18426 6.26059 3.88378 7.17616 6.93416 5.93739 0.606647 3.47425 9.99876 0.420322 8.73657 5.01252 4.76004 6.83477 1.83105 5.58264 5.79529 3.51119 4.16722 0.690578 2.70174 5.0861 8.38944 9.23742 4.57706 3.05874 8.53402 2.63904 1.82871 3.26314 0.539553 3.05584 4.63911 0.100913 5.77497 5.30203 6.42584 7.19801 7.48754 6.94051 6.14029 8.93269 8.61946 7.58889 7.96126 3.40713 4.75216 7.1739 2.49328 8.30507 2.08453 2.90143 0.69909 4.99919 7.15898 6.93295 0.418861 9.46125 7.36523 0.955576 1.09408 4.73797 2.26377 0 0.589533 0.783908 0.642685 3.09972 5.67598 2.27317 3.40995 2.38994 5.84368 9.11684 6.85992 1.68577 1.33309 3.97629 6.84672 7.47003 9.31629 2.82934 5.42413 6.5303 
